XYZIJK METRIC
KREIS1 0.272278,0.231428,-64.917138,-0.011700,-0.011460,0.999866,16.002263
SCN1_1 -0.008704,-7.997501,-69.918488,-0.000000,0.999984,0.005625
SCN1_2 -0.009439,-7.997647,-69.807892,-0.000000,0.999996,-0.002791
SCN1_3 -0.010200,-7.997004,-69.705238,-0.000000,0.999992,-0.003889
SCN1_4 -0.011359,-7.997062,-69.610619,-0.000000,1.000000,-0.000247
SCN1_5 -0.012512,-7.996617,-69.513412,-0.000000,0.999999,0.001679
SCN1_6 -0.013578,-7.997562,-69.413872,0.000000,0.999998,0.001901
SCN1_7 -0.014044,-7.997825,-69.309692,0.000000,1.000000,-0.000556
SCN1_8 -0.014477,-7.996972,-69.207741,0.000000,0.999998,-0.002057
SCN1_9 -0.016648,-7.996922,-69.108101,-0.000000,0.999999,-0.001564
SCN1_10 -0.015993,-7.996978,-69.010353,0.000000,1.000000,-0.000797
SCN1_11 -0.016754,-7.996835,-68.911171,0.000000,1.000000,0.000077
SCN1_12 -0.017609,-7.996980,-68.813126,-0.000000,0.999999,0.001170
SCN1_13 -0.017169,-7.996953,-68.714859,-0.000000,0.999997,0.002532
SCN1_14 -0.016334,-7.997125,-68.615837,-0.000000,0.999994,0.003591
SCN1_15 -0.015596,-7.998192,-68.514168,-0.000000,0.999998,0.002071
SCN1_16 -0.016557,-7.998048,-68.408585,0.000000,0.999999,-0.001320
SCN1_17 -0.017491,-7.997386,-68.307388,-0.000000,0.999996,-0.002992
SCN1_18 -0.017653,-7.997054,-68.207520,-0.000000,0.999997,-0.002436
SCN1_19 -0.015607,-7.997235,-68.109451,-0.000000,0.999999,-0.001404
SCN1_20 -0.015855,-7.996690,-68.011612,0.000000,1.000000,-0.000091
SCN1_21 -0.017119,-7.997246,-67.912903,0.000000,1.000000,0.000818
SCN1_22 -0.018072,-7.997190,-67.813248,0.000000,1.000000,0.000842
SCN1_23 -0.017530,-7.997156,-67.713882,0.000000,0.999999,0.001340
SCN1_24 -0.017885,-7.997009,-67.615341,-0.000000,0.999997,0.002304
SCN1_25 -0.018341,-7.997963,-67.515068,-0.000000,0.999999,0.001446
SCN1_26 -0.020203,-7.998392,-67.411499,-0.000000,0.999999,-0.001492
SCN1_27 -0.018572,-7.996208,-67.309151,-0.000000,1.000000,-0.000881
SCN1_28 -0.015727,-7.997978,-67.213852,0.000000,1.000000,0.000985
SCN1_29 -0.015574,-7.997653,-67.112724,-0.000000,1.000000,0.000438
SCN1_30 -0.015924,-7.997602,-67.013176,0.000000,1.000000,0.000399
SCN1_31 -0.016885,-7.997455,-66.914299,-0.000000,0.999999,0.001476
SCN1_32 -0.015135,-7.997524,-66.816704,0.000000,0.999996,0.002687
SCN1_33 -0.016009,-7.998888,-66.714417,-0.000000,0.999999,0.001216
SCN1_34 -0.016357,-7.997947,-66.611115,-0.000000,1.000000,-0.000845
SCN1_35 -0.016618,-7.997798,-66.512161,-0.000000,1.000000,-0.000420
SCN1_36 -0.015692,-7.998082,-66.412392,0.000000,1.000000,0.000543
SCN1_37 -0.014610,-7.998134,-66.315666,-0.000000,0.999999,0.001062
SCN1_38 -0.015092,-7.998113,-66.214066,0.000000,0.999999,0.001462
SCN1_39 -0.015538,-7.998551,-66.114960,-0.000000,0.999999,0.001112
SCN1_40 -0.015794,-7.998608,-66.013611,-0.000000,1.000000,0.000145
SCN1_41 -0.015745,-7.998077,-65.913628,0.000000,1.000000,0.000156
SCN1_42 -0.016108,-7.998731,-65.813599,-0.000000,1.000000,0.000064
SCN1_43 -0.015857,-7.998587,-65.712906,-0.000000,1.000000,-0.000732
SCN1_44 -0.016408,-7.998040,-65.613640,-0.000000,1.000000,-0.000239
SCN1_45 -0.016701,-7.998527,-65.513130,-0.000000,1.000000,0.000615
SCN1_46 -0.015747,-7.998289,-65.414001,-0.000000,1.000000,0.000737
SCN1_47 -0.016305,-7.999044,-65.312469,-0.000000,1.000000,-0.000162
SCN1_48 -0.018257,-7.998177,-65.212563,-0.000000,1.000000,-0.000376
SCN1_49 -0.016406,-7.998357,-65.115814,-0.000000,0.999999,0.001269
SCN1_50 -0.015861,-7.998623,-65.017464,-0.000000,0.999997,0.002635
SCN1_51 -0.016829,-7.998969,-64.917557,-0.000000,0.999997,0.002557
SCN1_52 -0.016887,-7.999427,-64.815025,0.000000,1.000000,0.000593
SCN1_53 -0.016827,-7.999389,-64.711700,-0.000000,0.999998,-0.001962
SCN1_54 -0.015770,-7.998555,-64.611656,-0.000000,0.999997,-0.002239
SCN1_55 -0.016745,-7.998219,-64.513817,-0.000000,1.000000,-0.000067
SCN1_56 -0.016555,-7.999321,-64.411263,-0.000000,1.000000,0.000564
SCN1_57 -0.016859,-7.998642,-64.314110,-0.000000,1.000000,-0.000144
SCN1_58 -0.017302,-7.998889,-64.214676,-0.000000,1.000000,-0.000177
SCN1_59 -0.018877,-7.998839,-64.114731,-0.000000,1.000000,0.000383
SCN1_60 -0.017920,-7.998297,-64.018471,-0.000000,0.999997,0.002422
SCN1_61 -0.018000,-7.999571,-63.919033,-0.000000,0.999995,0.003315
SCN1_62 -0.017053,-7.999543,-63.817131,-0.000000,0.999998,0.001859
SCN1_63 -0.017719,-7.999804,-63.714100,0.000000,1.000000,0.000158
SCN1_64 -0.018669,-7.999351,-63.613419,-0.000000,1.000000,-0.000363
SCN1_65 -0.017726,-7.999528,-63.514690,-0.000000,1.000000,0.000353
SCN1_66 -0.018676,-7.999371,-63.416302,0.000000,0.999999,0.001156
SCN1_67 -0.016561,-8.000174,-63.313869,-0.000000,1.000000,0.000613
SCN1_68 -0.015790,-7.999819,-63.214371,-0.000000,1.000000,-0.000380
SCN1_69 -0.015946,-7.999291,-63.115616,-0.000000,1.000000,0.000720
SCN1_70 -0.016399,-8.000228,-63.018929,0.000000,0.999998,0.002115
SCN1_71 -0.016855,-7.999484,-62.920147,-0.000000,0.999994,0.003332
SCN1_72 -0.016934,-8.001148,-62.818958,-0.000000,0.999996,0.002722
SCN1_73 -0.016773,-8.000812,-62.716503,-0.000000,1.000000,0.000291
SCN1_74 -0.017426,-8.000265,-62.616093,-0.000000,1.000000,0.000143
SCN1_75 -0.015303,-8.000565,-62.516426,-0.000000,0.999999,0.001383
SCN1_76 -0.015732,-8.001184,-62.419529,-0.000000,0.999999,0.001440
SCN1_77 -0.016483,-8.000744,-62.319313,-0.000000,0.999999,0.001221
SCN1_78 -0.015527,-8.001197,-62.220650,-0.000000,0.999999,0.001112
